COUNTER;TITEL;INHOUD;MATERIAAL;LOCATIE_TOEVOEGING;BEELDMATERIAAL_BIJSCHRIFT;BEELDMATERIAAL_FOTOGRAAF;TEKST_AUTEUR;URL_HGA;LOCATIE;LAT;LON;HUISNUMMER;STRAATNAAM;KUNSTENAAR;KUNSTENAAR1;KUNSTENAAR2;KUNSTENAAR3;X;Y
527;Jongen in boom;"<p>‘Zelf schrijven over mijn werk? Het is niet de taak van de kunstenaar om zijn werk voor de beschouwer te analyseren of toe te lichten. In zijn werk heeft hij al gesproken.’ Het is een citaat van beeldhouwer/keramist Dick Loef uit 1965. Verwacht dus van hem geen ingewikkelde theorieën of een gecompliceerde uitleg over het ontstaan van zijn kunst. Dit geeft de beschouwer alle ruimte om zelf een mening te vormen. En dat is precies wat Loef wilde: de kijker moest zélf kijken en oordelen.<br />
Het werk van Loef is figuratief of bevat op z’n minst herkenbare elementen. Een voorbeeld van een figuratief beeld is ‘Jongen in boom’ uit 1979. De brons staat bij kinderboerderij Madestein aan de Loosduinse Hoofdstraat. Het beeld bestaat uit twee gestileerd weergegeven bomen. De hoofdstammen hebben een aantal afgeknotte zijtakken. Daarvan gebruikmakend klimt een jongen omhoog, de ogen strak op een kat gericht, die kennelijk in de problemen is geraakt.<br />
Wat opvalt, is dat de ledematen van de jongen buitenproportioneel lang zijn. Loef heeft deze langgerekte vorm gekozen om de beweging van het omhoogklimmen te accentueren. Bovendien creëerde hij zo een relatie met de stakerige bomen. De benen van de jongen lijken veel op de takken van de bomen. Zijn hoofd is ook wat groter dan normaal. Door het te vergroten kon Loef goed de concentratie en de bedoelingen van de jongen weergeven in de gezichtsuitdrukking. Hij is zonder aarzeling op weg naar de kat die zich vastklemt aan het uiteinde van een tak. Het dier draait zijn kopje angstig maar ook berustend in de richting van de jongen, alsof het lijkt te weten dat de redding nabij is.</p>
";brons / steenachtig;bij kinderboerderij Madestein;Jongen in boom, Dick Loef, 1979;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;;Pluk! Den Haag, Loosduinse Hoofdstraat 1184A, 2552 AV Den Haag, Nederland;52.05032934126626;4.229133825440776;1184A;Loosduinse Hoofdstraat;Loef, Dick;;;;75564.7001943534;451968.552870861
386;Liggende vrouw;"<p>Beeldhouwer Bram Roth was van mening dat zijn kunst de natuur moest ontstijgen. Dat blijkt uit een uitspraak die hij in 1986 deed: ‘Mijn werk, waarin vrouwen en paarden de voornaamste thema’s vormen, is naturalistisch, maar is geen imitatie van de natuur. [&#8230;] Ik speel met de vorm en de proporties van mijn onderwerp en schep op die manier een poëtisch spirituele vertaling van de werkelijkheid.’</p>
<p>Deze beschrijving is volledig van toepassing op zijn bronzen beeld ‘Liggende vrouw’ in het Zuiderpark. Roth gaf de vrouw onnatuurlijk lange ledematen en lieflijke gelaatstrekken wat haar onwerkelijk mooi maakt. Met haar lange hals doet ‘Liggende vrouw’ denken aan een maniëristische Madonna. De schilders van het Maniërisme (1530-1600) gaven hun figuren als reactie op de ideale werkelijkheid van de renaissance, gekunsteld lange halzen, armen, benen, vingers en voeten. Roth kende het Maniërisme ongetwijfeld. Alleen heeft hij nooit aangegeven dat deze kunststroming een directe inspiratiebron voor hem was. Bij zijn zoektocht naar een onaardse schoonheid en ultieme gratie kwam hij van nature uit bij de langgerekte lichaamsvormen. Dit onafhankelijk van voorbeelden uit de kunstgeschiedenis.</p>
<p>Alles aan ‘Liggende vrouw’ is typisch Roth. Ze is tegelijk gracieus en volumineus, zowel teer als robuust. Haar ogenschijnlijk ragfijne gewaad en haar kapsel zijn tot in de kleinste details uitgewerkt. Maar haar lichaam is kolossaal en haar houding statisch. Zo neergevleid op een bank aan de rand van lommerrijke bosschages lijkt zij een rustende herderin in een rustieke voorstelling. Een herderin die nieuwsgierig haar hoofd opheft en de voorbijgangers aankijkt.</p>
";brons;tussen de Bloementuin en de visstek;Liggende vrouw, Bram Roth, 1984;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;https://www.orenenogentekort.nl/wp-content/uploads/2022/09/Bram-Roth-liggende-vrouw.mp3;374M+3Q Den Haag, Nederland;52.05524488884248;4.284382059095768;;;Roth, Bram;;;;79362.4295571927;452456.390265862
387;Kunstfruit;"<p>Deze banaan hapt niet zó heerlijk weg. En dat gold ook voor de sinaasappel, de peer, de appel, een tros druiven en een tomaat. Net als de banaan waren ze manshoog en van polyester. ‘Kunstfruit’ is een kunstwerk van beeldhouwer Phil van de Klundert. Oorspronkelijk bevond ‘Den Haags bekendste fruitmand’ zich op het grasveld voor het Leyenburg Ziekenhuis. In 2000 werd het naar het Zuiderpark overgeplaatst. Daar is sinds 2007 alleen nog de banaan te vinden. De rest had teveel te lijden gehad en is in overleg met de kunstenaar weggehaald.</p>
<p>Van de Klundert koos bewust voor een aan de werkelijkheid refererend kunstwerk, voor iedereen – groot en klein &#8211; toegankelijk. Maar wel met een extra dimensie: door de gigantische proporties en de opvallende kleur wijst Van de Klundert op de esthetische mogelijkheden van doodeenvoudige dingen. Bovendien haalt hij het alledaagse fruit uit z’n functionele verband, waardoor het een monumentale status krijgt.</p>
<p>Met het onderwerp fruit maakte Van de Klundert een grappige zijsprong in zijn oeuvre. Want toen hij ‘Kunstfruit’ in 1975 vervaardigde, stonden de abstract geometrische vormen van het constructivisme centraal in zijn beelden en grafiek. Wel hield Van de Klundert zich destijds bezig met het uitvergroten. Zo blies hij bouten en moeren op tot een ridicuul formaat. Dit herinnert aan het werk van de Amerikaanse kunstenaar Claes Oldenburg (1929), bekend van zijn reuzentroffel bij Museum Kröller-Müller.</p>
<p>Was Oldenburgs kunst verwant aan de Pop Art (1955-1970), voor Van de Klundert was het constructivisme het fundament van zijn werk. Tot 1997, toen er een kentering plaatsvond. Sindsdien groeien er poëtische creaties onder zijn handen. Uit ruwe boomstammen kapt hij landschappen. Of hij splijt de stammen en tooit ze met wiggen, waardoor ‘gestalten’ ontstaan. Met behoud van zijn gevoel voor orde, heeft Van de Klundert de objectiviteit laten varen en de sluizen van zijn beeldhouwerschap volledig opengezet voor aardse intuïtie.</p>
";kunststof;sinds 2007 bij Soestdijksekade, bij speelweide en Ot en Sien;Kunstfruit, Phil van de Klundert, 1975;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;https://www.orenenogentekort.nl/wp-content/uploads/2022/09/Phil-van-de-Klundert-kunstfruit.mp3;Soestdijksekade 854, 2574 EG Den Haag, Nederland;52.060129411296224;4.287202509078494;854;Soestdijksekade;Klundert, Phil van de;;;;79564.0943602903;452996.855271965
388;Kat;"<p>In het Zuiderpark staat sinds 1939 de ‘Kat’ van beeldhouwer Gra Rueb. Wijs, maar ook wat bozig door de diepe frons in het voorhoofd. Droomt hij voor zich uit of loert hij op een muis of een vogeltje? In ieder geval kijkt de flinke kater vanaf zijn sokkel naar de wandelaars in het park. De dikke staart heeft hij om de poten gekruld. Het lijkt alsof hij er elk ogenblik mee kan zwiepen, zoals katten doen wanneer ze doodstil zitten en zich concentreren op iets dat beweegt.</p>
<p>Rueb maakte vele diersculpturen. Maar niet uitsluitend. Ze vervaardigde ook portretbustes, penningen, tuinbeelden en monumenten. In Den Haag ligt het accent op de dierplastiek. Aan de Willem Lodewijklaan staat bijvoorbeeld een fors hert in brons van haar hand. En tien granieten dierentableaus van Rueb sieren de ‘Dierentuinbrug’. Ze werkte in een gestileerde, robuuste stijl. Met de sterke vereenvoudiging van vormen sluit ze aan bij het werk van beeldhouwers uit de eerste decennia van de 20e eeuw. In navolging van oudere kunstenaars als Joseph Mendes da Costa (1863-1939) en Johan Altorf (1876-1955) ontwikkelde ze een voorliefde voor dierfiguren.</p>
<p>Beeldhouwen, een fysiek zwaar beroep, werd een mannenvak geacht, maar Rueb wist dankzij vasthoudendheid en talent haar plaats in die mannenwereld te veroveren. In 1955 schrijft het ‘Utrechts Nieuwsblad’ nog – Rueb wordt dan zeventig – dat zij een van de weinige vrouwen in ons land is ‘die de sculptuur beoefenen’. Ze onderscheidde zich van haar collega’s door haar ‘zin voor humor’, zoals kunsthistoricus Cornelis Veth het omschrijft. De ‘Wijze kater’ in het Zuiderpark heeft dat zweempje humor waar Veth het over heeft. Want de frons maakt hem grappig, omdat het hem een menselijke uitdrukking geeft. Zo fungeert het dier als spiegel voor onze eigenaardigheden.</p>
";Beton;Marie Jungiusweg/Henriette Roland Holstweg;Kat, Gra Rueb, 1939;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;https://www.orenenogentekort.nl/wp-content/uploads/2022/09/Gra-Rueb-kat.mp3; Marie Jungiusweg;52.0599756215625;4.28315090230428;;Marie Jungiusweg;Rueb, Gra;;;;79285.9977094098;452983.964239725
434;Het Speelgoedmannetje;"<p>Aan de rand van de rotonde vlakbij de brandweerkazerne staat ‘Het Speelgoedmannetje’. Het is een van de zeven beelden van kunstenaarsduo LaSalle. Dit beeld markeert de entree van de wijk De Dijken in Leidschenveen. Van een echt blikken speelgoedmannetje dat kan bewegen, is eigenlijk geen sprake. Al doet de titel dat wel vermoeden. Wat er wel te zien is, is een kleurrijk slingerend beeld dat wordt gedragen door twee flinke ovalen sokkels.<br />
Het Speelgoedmannetje uit een bekend liedje van schrijver, componist en cabaretier Drs P. heeft het kunstenaarsduo vertaald in een slingerende vorm die is afgeleid van een 12e-eeuwse lamp annex geurschaal uit Cambodja. In een van de krullen van die vorm ligt een kabouterachtig type een dutje te doen. Bovenop schiet een bruingeel gestreepte fantasiekop als een duveltje uit een doosje. Uit het hoofd piept vervolgens een bonte specht die op deze kop tikt. Grappig, maar ook een tikkeltje onheilspellend.</p>
";aluminium / steenachtig;Rotonde Veenweg, Leidschenveen;Het Speelgoedmannetje, LaSalle (Albert Goederond en Patty Struik), 2012;Ralph Kämena;Sandra Spijkerman;;Veenweg 110A, 2493 ZB Den Haag, Nederland;52.05627335671156;4.397371288807688;110A;Veenweg;LaSalle;;;;87113.079636309;452459.148070221
435;Monumentale bank;"<p>Van kaboutermannetje tot functioneel zitobject, van decoratief straatmeubilair tot monument: de bank kent vele verschijningsvormen. Als een van de vroegste Haagse banken wordt een bank op het landgoed Sorghvliet van Jacob Cats genoemd. Hier had Cats de Parnassusberg laten opwerpen. Er bovenop stond een boom met rondom de bewuste bank om op te verpozen, te dagdromen of belangrijke zaken te overpeinzen. In de tuinarchitectuur van de 18e en 19e eeuw was het gebruikelijk om naast beelden, obelisken of gotische ruïnes, ook banken in het ontwerp op te nemen. In de eerste decennia van de 20e eeuw zijn er veel monumentale banken opgericht, zoals de bank van architect Co Brandes en beeldhouwer Toon Dupuis in de Bosjes van Zanen uit 1933.</p>
<p>Op de bank staat ‘De Maatschappij Laan van Meerdervoort aan de gemeente ’s Gravenhage 3 april 1932’. Het sobere en massieve zitmeubel was een geschenk van een van de grootste bouwmaatschappijen in het vooroorlogse Den Haag aan deze stad. Logischerwijs heeft Dupuis in het midden een reliëf van de hofstad aangebracht. Rechts daarvan bevindt zich een beeld van de god van de handel Mercurius inclusief gevleugelde helm en slangenstaf, en links de personificatie van de bouwkunst met in haar hand driehoek en schietlood, belangrijke instrumenten van de architect.</p>
<p>Brandes en Dupuis werkten vaker samen. De uit Antwerpen afkomstige Dupuis lag vanwege zijn academische signatuur goed bij de comité’s die opdrachten te vergeven hadden. Brandes was een gevierde Haagse bouwmeester, die tot de Nieuwe Haagse School (1920–1940) behoorde. Zijn villawijk Marlot is een van de beste voorbeelden van deze stroming in de bouwkunst in Nederland. Overeenkomsten tussen architectuur en monumentale sculptuur zijn er zeker: de horizontale elementen van de bank zien we terug in de uitgebalanceerde, geometrische vormgeving van de Nieuwe Haagse School.</p>
";natuursteen / travertin / hout;Bosjes van Zanen, tegenover Mojalenlaan;Monumentale bank, Co Brandes en Toon Dupuis, 1933.;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;;Van Ouwenlaan 42, 2597 CX Den Haag, Nederland;52.101272218283206;4.324909311302725;42;Van Ouwenlaan;Brandes, Co;Dupuis, Toon;;;82216.8089273646;457535.504606843
436;Hoge wand;"<p>Hoewel hij toch behoorlijk hoog is, valt de betonnen wand van Otto Hajek niet onmiddellijk op. De brede kruising en de hoge bomen die weelderig groeien in de directe omgeving van het beeld, eisen in eerste instantie de aandacht op. Wie het beeld echter eenmaal in het vizier heeft gekregen, wordt er bijna automatisch naartoe getrokken. De wand doet denken aan een ruw bewerkt schildersdoek. De merkwaardige uitsteeksels roepen vragen op. Hoewel het niet om een klimwand gaat, bieden de uitstekende abstracte elementen wel opklimmogelijkheden, maar dat is zeker niet de bedoeling geweest van de kunstenaar.</p>
<p>De Duitse abstracte schilder en beeldhouwer Hajek genoot zijn opleiding aan de Staatliche Akademie voor Beeldende Kunsten in Stuttgart, waar hij beeldhouwkunst studeerde. Bijzonder is dat tijdens de tweede en derde editie van de toonaangevende kunstmanifestatie Documenta in Kassel (respectievelijk in 1959 en 1964) werk van hem was te zien. Aan die presentaties dankt de kunstenaar zijn internationale bekendheid. Maar ook de inspanningen die hij verrichtte om de sociale positie van Duitse kunstenaars te verbeteren, leverden hem (vooral in eigen land) veel bijval en waardering op.</p>
<p>In zijn werk combineert Hajek specifieke eigenschappen van schilder- en beeldhouwkunst. Het beeld dat in 1966 geplaatst werd aan de rand van park Clingendael (hoek Ruychrocklaan) is wat dat betreft kenmerkend voor zijn werkwijze. De gebeeldhouwde wand biedt een schilderachtige aanblik. De kunstenaar werkte veel met staal en beton. Hij realiseerde niet alleen beelden in de openbare ruimte maar ook binnenbeelden en grote kleurrijke wandschilderingen aan buitengevels van bedrijfsgebouwen en kantoorcomplexen.</p>
";steenachtig;hoek Ruychrocklaan, rand park Clingendael;Hoge wand, Otto Hajek, 1963;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;227 Ruychrocklaan;52.1028231710559;4.32700644932147;227;Ruychrocklaan;Hajek, Otto;;;;82363.0080983273;457705.948895283
437;"Gedenksteen &#8216;De Wissel&#8217;";"<p>Op een ruim plein aan de Van Meursstraat bevindt zich een oorlogsmonument dat nauwelijks opvalt zolang er geen bloemen of kransen bij gelegd zijn. Het monument staat pal voor een hek dat het plein scheidt van een royaal grasveld en een kinderspeelplaats. De gedenksteen bij ‘De Wissel’ is ontdaan van elke decoratieve opsmuk.</p>
<p>Op een rechthoekig betonblok ligt een plaat met de tekst: Ter nagedachtenis aan alle slachtoffers door oorlogsgeweld 1940 – 1945 – 1995. Aan weerszijden van deze gedenksteen staan twee lage vierkante betonnen plantenbakken. Soberder kan een monument nauwelijks zijn. Franje en overdaad ontbreken. Er zijn geen indringende of dramatische beeldengroepen toegevoegd en ook andere artistieke ingrepen zijn achterwege gebleven. Wie de maker was van het monument, is overigens niet bekend.</p>
<p>Toch worden er bij deze onopvallende gedenksteen regelmatig bloemen en kransen gelegd. Zonder groot ceremonieel overigens. Uit die bloemen blijkt dat het monument in een behoefte voorziet.</p>
";brons / steenachtig;Bij wijkcentrum De Wissel;Gedenksteen 'De Wissel', onbekend,;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;27 Ledeganckplein;52.0532279454046;4.31724656360797;27;Ledeganckplein;;;;;81613.038195904;452198.276381836
487;Johanna;"<p>Nog geen week voor zijn dood stelt de kinderloze Johan de Bruyn van Buytewech (1590-1657), heer van Nieuwkoop, Noorden en Achttienhoven, een testament op. Daarin bepaalt hij dat zijn fortuin zal worden aangewend voor de bouw van een hofje voor ‘arme ende behoeftigen weduwen off vrouspersoonen’. In 1658 begint de stadhouderlijke architect Pieter Post (1608-1669) aan de opdracht. Vier jaar later is het Hofje van Nieuwkoop gereed.</p>
<p>Achter het Hofje van Nieuwkoop aan de Prinsegracht lijkt een van de bewoonsters te zijn achtergebleven, als symbool van de ‘vrouspersoonen’ voor wie het hofje oorspronkelijk bedoeld was. Het staat niet op de sokkel, maar het beeld heet ‘Johanna’. ‘Johanna’s’ haren wapperen naar achteren. Ze draagt geen schoenen. De archaïsche, gebreide mantel om haar schouders wordt door de wind opgetild. Misschien arm, dan toch zeker trots en statig.<br />
Het bronzen beeld ‘Johanna’ is door Dick Loef gemaakt in 1982. Het vertoont een sterke verwantschap met ‘Berbermeisje’. Ook daar de blote voeten en een doek om het lichaam. Eenzelfde soort trotse pose, fier rechtop, stevig met beide benen op de grond, in brons uitgevoerd.</p>
<p>Naast ‘Berbermeisje en ‘Johanna’ staan er nog enkele bronzen van Loef in Den Haag. Voorbeelden van keramische plastieken ontbreken, hoewel de kunstenaar zeker ook bekendheid genoot als keramist.</p>
";brons / steenachtig;achter Hofje van Nieuwkoop;Johanna, Dick Loef, 1983;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;;48 Warmoezierstraat;52.0743654412522;4.30110929553155;48;Warmoezierstraat;Loef, Dick;;;;80541.4395220468;454566.251547484
488;Hendrik Goeman Borgesius-monument;"<p>Hoofdredacteur van ‘Het Vaderland’, veertig jaar lid van de Tweede Kamer, minister van Binnenlandse Zaken en eredoctor aan de Groningsche Hoogeschool: het is niet mis wat mr. dr. Hendrik Goeman Borgesius (1847-1917) allemaal op zijn naam heeft staan. En dat zijn dan alleen nog maar de functies die deze veelzijdige staatsman tijdens zijn leven heeft vervuld. Het handelen en de visie van deze liberaal worden gekenmerkt door begrippen als eenvoud, arbeid en gemeenschapszin, leerplichtwet en journalistiek. Al deze zaken zijn terug te vinden in het monument dat in 1924, zeven jaar na zijn overlijden, voor hem is opgericht. Van zijn vele versprekingen heeft de beeldhouwer niets weergegeven. Als voorzitter van de Tweede Kamer had Goeman Borgesius het bijvoorbeeld over “kouwe vriesrecht” als hij het “vrouwenkiesrecht” bedoelde.<br />
Jan Altorf, een van de grote namen van de bouwbeeldhouwkunst rond 1900, kreeg van het ‘Comité tot oprichting van een monument ter nagedachtenis van Goeman Borgesius’ de opdracht een passend gedenkteken te maken. Dat werd geheel in de geest van die tijd een monument met een goedgelijkend portretmedaillon en een serie teksten ter onderstreping van de verdiensten van de overledene. Kennen we van Altorf vooral diersculpturen die sterk geïntegreerd zijn in de architectuur, op het Prins Hendrikplein maakte de beeldhouwer een vrijstaand monument. De vormentaal is echter wel kenmerkend voor Altorf: het gebruik van afgeschuinde hoeken en een keurige afwerking. Bovendien heeft het gedenkteken eenzelfde monumentaliteit als zijn diersculpturen en is de achterzijde, alsof het tegen een gebouw zou komen te staan, geheel leeg gelaten.<br />
Dat Goeman Borgesius juist op dit plein een gedenkteken heeft gekregen, is niet helemaal toevallig. Want hoewel het Comité het liefst een locatie dicht bij het Binnenhof had gezien, kwam het met de gemeente uiteindelijk tot overeenstemming over het Prins Hendrikplein. Daar heeft de staatsman namelijk enkele jaren gewoond.</p>
";natuursteen / zandsteen;;Hendrik Goeman Borgesius-monument, Johan Coenraad Altorf, 1924;Ralph Kämena;Sandra Spijkerman;;9 Prins Hendrikplein;52.082535180131;4.29444442521588;9;Prins Hendrikplein;Altorf, Jan;;;;80098.2272698916;455481.992094916
489;Vrouw;"<p>Tussen de weelderige planten in de tuin rond het voormalige ministerie van Verkeer en Waterstaat bevindt zich een vrouwenfiguur. Een halfnaakte dame in kalkzandsteen. In zichzelf gekeerd knielt ze op de grond, de handen half om het hoofd geslingerd, een doek van haar heupen glijdend. Het is een beeld van beeldhouwer Leen Blom.</p>
<p>Blom vestigde zich in 1925 in Den Haag. Nadat hij de Koninklijke Academie van Beeldende Kunsten had doorlopen, ging hij deel uitmaken van het atelier van de beroemde Belgische beeldhouwer Albert Termote (1887-1978) in Voorburg. Termote gold vanaf het begin van de jaren twintig van de twintigste eeuw als nestor van de Haagse figuratieve beeldhouwkunst.<br />
Ook het werk van Blom past binnen die figuratieve traditie. Typerend voor deze beeldhouwer was zijn voorkeur voor momenten uit het dagelijks leven waarbij het leek alsof mensen betrapt werden. Zoals deze halfnaakte dame. Misschien is zij zich aan het baden?</p>
<p>Dit beeld is rond 1940 op initiatief van mr. W.H.A. Elink Schuurman samen met buurtgenoten van de Wittebrug aan het gemeentebestuur aangeboden. Korte tijd daarna is het in de tuin bij de hoofdingang van het destijds nieuwe gebouw van de KLM geplaatst. De fraaie tuin rond dit (intussen) rijksmonument is destijds ontworpen door tuinarchitect Sophia Rosse-Luyt en uitgevoerd door personeel van de KLM. De vrouwenfiguur van Blom komt er nog steeds prachtig tot haar recht.</p>
";steenachtig;in plantsoentje bij entree voormalige ministerie van Landbouw en Visserij;Vrouw, Leen Blom, 1940;Ralph Kämena;Sandra Spijkerman;;Plesmanweg 1, 2597 JG Den Haag, Nederland;52.099668435556175;4.301397558795603;1;Plesmanweg;Blom, Leen;;;;80603.3113729671;457380.92037373
341;Schaatssters;"<p>Zwieren over het ijs. Met de schaatsen onder, de handschoenen en warme jurken aan gaan twee meisjes op in hun wintersport. Theo van der Nahmer maakte zijn beeld aan de Kraayensteinlaan in 1977, maar gezien de kleding en de Friese doorlopers situeerde de beeldhouwer de charmante ‘Schaatssters’ in vervlogen tijden. Daardoor heeft het beeld een romantische uitstraling gekregen.<br />
‘Het heeft een heel expressieve vorm; gestolde beweging zou je kunnen zeggen,’ aldus Van der Nahmer in het wijkblad Benoordenhout van juli 1977. ‘Toen ik ermee bezig was, zag ik dat het ene figuurtje meer van een pop had dan van een mens en dat was precies hoe het moest zijn: een beetje houtenklazerig, met een uitdrukking op haar gezicht van “kijk, hier kom ik”, terwijl ze ieder moment kan vallen.’ Het meisje achter haar gaat het schaatsen gemakkelijker af. Zo creëerde Van der Nahmer een fraai contrast tussen de geoefende en de stuntelige schaatsster.</p>
<p>Het bronzen beeld is, zoals al de figuratieve en abstracte bronzen van Theo van der Nahmer, gemodelleerd in was. Dat is goed te zien aan bijvoorbeeld de wapperende rokken. Zulke sterk op stof gelijkende vormen kunnen eigenlijk alleen met behulp van dunne wasplaten worden verbeeld. Was leende zich bij uitstek voor de verfijnde vormgeving van Van der Nahmer, waarin details tot leven komen. De beeldhouwer hanteerde de cire perdue-, ofwel verloren wasmethode. Bij dit procédé wordt om een kern van klei was aangebracht. Vervolgens komt om dit wasmodel een mengsel van gips en gravel, waarna de was wordt uitgesmolten. Waar de was zat, giet de bronsgieter ten slotte het brons. Alleen de bronsgieter mocht Van der Nahmer assisteren bij de totstandkoming van een beeld. ‘Want,’ zo was zijn stellige overtuiging, ‘een figuratief beeld moet je zelf maken, precies zoals je het wilt hebben.’</p>
";brons;middenperk fietspad, hoek De Brink, Forellendaal en Kraaijensteinlaan;Schaatssters, Theo van der Nahmer, 1977;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;;Kraayensteinpad, 2553 LB Den Haag, Nederland;52.0476189794299;4.23535990164821;;Kraayensteinpad;Nahmer, Theo van der;;;;75986.9554700793;451660.235187347
342;Vier reliëfs: rijst, thee, koffie en suiker;"<p>Om zichzelf te typeren zei beeldhouwer Gra Rueb ooit: ‘niet de kunstenares van den Droom, maar de mensch van de Daad, de arbeidster.’ Zij zag haar kunst dus niet als iets verhevens, maar gewoon als werk. Rueb werkte in verschillende materialen zoals hout, brons, steen en keramiek. Zij maakte borstbeelden, plaquettes, penningen en monumenten, en niet in de laatste plaats veel dierfiguren. Daarin legde ze een voorkeur aan de dag voor de Hollandse natuur. Gewoon mussen en mezen, katten en honden, herten, paarden, vissen en kikkers. En zo nu en dan een aapje of een kameleon.</p>
<p>Deze uitheemse dieren bewijzen dat Rueb ook exotische onderwerpen ter hand nam. Een constatering die eveneens opgaat voor de vier reliëfs aan de Javabrug bij de Koningskade. ‘Rijst, thee, koffie en suiker’ uit 1939 zijn thema’s die verwijzen naar de speciale band die Den Haag had met Indonesië, toen nog Nederlands-Indië. De hofstad was namelijk tijdens en direct na de koloniale periode dé plek waar Indiëgangers zich vestigden. Het kunstwerk riep ongetwijfeld herinneringen op aan hoe het daar was.</p>
<p>De eigenlijke functie van de brugreliëfs was overigens uitleg te geven over het verloop van teelt, oogst en transport van Javaanse producten. We zien koffiepluksters bonen oogsten, een boer de natte rijstvelden ploegen met ossen, landarbeiders suikerrietstengels snijden en transporteren en we zien theepluksters werken met manden op hun rug.</p>
<p>Rueb beeldde mensen, dieren en planten uit in een gestileerde stijl, gangbaar in die tijd. Ze vereenvoudigde de natuur door de uitwerking van details te beperken. En altijd bestudeerde ze haar onderwerpen lang en intensief. Getuige de reliëfs heeft ze dat hier ook gedaan. Zelf is Rueb nooit in Nederlands-Indië geweest, maar – zoals dat toen ging – zal ze zich gebaseerd hebben op beschrijvingen, foto’s en prenten.</p>
";natuursteen / graniet;Javabrug;Vier reliëfs: rijst, thee, koffie en suiker, Gra Rueb, 1939;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;https://www.monumentenzorgdenhaag.nl/sporen-van-smaragd/archipelwillemspark; Javastraat;52.089948508187;4.31216092102202;;Javastraat;Rueb, Gra;;;;81324.7355477043;456288.595170022
343;Gerry de Kraai;"<p>Je moet er even goed voor gaan staan. En dan doemt er uit de wirwar van zwarte cederhouten latten een klapwiekende kraai op. Het is een sculptuur van kunstenaar Henk Rijzinga uit 1989, genaamd ‘Gerry de Kraai’. Evenals dit Haagse object zijn andere beelden van Rijzinga doorgaans staketselachtige constructies. Uit ogenschijnlijk willekeurig op elkaar geplaatste latten en stokken bouwt hij zijn kunstwerken op. Toch denkt Rijzinga over de plek van elk onderdeel vooraf goed na. Wel geeft hij zichzelf de vrijheid tijdens het bouwen spontaan in te grijpen.<br />
Rijzinga streeft ernaar de constructie open te houden, een zekere gelaagdheid te geven. Zo heeft hij bij de bouw van Gerry lat over lat geplaatst, maar wel gezorgd voor het behoud van tussenruimten. Tussen de rechte, zwarte lijnen speelt het licht, wat een dynamisch effect oplevert. Met het licht als speels element worden de zwarte latten veren en komt de kraai tot leven.<br />
Het is juni 1989 als kraai Gerry op de hoek Prinsessegracht/Herengracht wordt onthuld. In een interview dat vooraf gaat aan de onthulling vertelt Rijzinga over een eerdere versie van Gerry. Die kraai was een protest tegen de opheffing van een speciale ondersteunende regeling voor beeldend kunstenaars, de Beeldende Kunstregeling (BKR), per 1 januari 1987. Tijdens een door kunstenaars georganiseerd galgenmaal in het Zuiderpark hing de eerdere versie aan een galg. De kraai was een echte onheilsbrenger, zoals we hem in de kunst vaker tegenkomen.<br />
Over de betekenis van kraai Gerry zegt Rijzinga in de ‘Haagsche Courant’ van 8 mei 1989: ‘Déze kraai symboliseert de ravage die de regering heeft achtergelaten.’ Door de afschaffing van de Beeldende Kunst Regeling kwamen veel kunstenaars in de bijstand. Met het verstrijken van de tijd is Gerry vooral een bijzonder element op een bijzonder plek geworden.</p>
";ijzer / hout;hoek Herengracht;Gerry de Kraai, Henk Rijzinga, 1989;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;; Prinsessegracht;52.0815767212545;4.32034660276572;;Prinsessegracht;Rijzinga, Henk;;;;81872.003156612;455348.952925493
