X,Y,Afbeelding,Inventarisatiecode,Titel,Kunstenaar_s_,Toponiem,Wijk_Kern,Objecttype,Jaar,Omschrijving,Coordinaten,Latitude,Longitude,FID
484604.190520899,6799110.69015202,,24.19.60,Japanse dans,,"Menno ter Braaklaan, hoek Hendrik Marsmanlaan",Voorhof,Kunstwerk,1971,"Door de Commissie voor de Stadsverfraaiing, die zich hard maakte voor meer kunstwerken in de stad, werd het initiatief genomen tot het cre&euml;ren van een beeldenroute rond de jaren zeventig van de vorige eeuw. De beelden werden in eerste instantie gehuurd, zodat bewoners kennis konden maken met de werken en de geschiktheid van de beelden op de verschillende locaties kon worden bepaald. &lsquo;Japanse dans&rsquo; maakte onderdeel uit van de route en is blijven staan. Het beeld laat moduleren zien, wat betekent dat er materiaal wordt toegevoegd in plaats van weggenomen. &lsquo;Japanse dans&rsquo; laat dit groeiproces naar een expressieve vorm zien.
Andere beelden uit deze route zijn De Gokkers en Het Fabelmens van Jan van Halderen, en Vogel en Waternimf van Godfried Pieters.
Bronnen:
Archief Delft, Secretarie-archief
Commissie voor de Stadsverfraaiing van de Culturele Gemeenschap Delft, 18 Delftse Beelden, Delft 1982
A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996
&nbsp;",,51.9943874121956,4.35327351093292,56
483638.503853169,6801659.38069781,,13.8.39,Jongen op hobbelpaard -niet meer aanwezig-,,Wilhelminapark,Hof van Delft & Voordijkshoorn,Kunstwerk,1958,Niet meer aanwezig.,,52.0084827,4.3445986,57
483668.434088689,6799416.43826515,,25.8.65,Kaartspelers - Niet meer aanwezig,,"Componistenpad, buurthuis De Buitenhave",Buitenhof,Kunstwerk,1979,"Kunstwerk bestaat niet meer, door brand in het buurthuis verwoest.",,51.9960785570079,4.34486746788025,58
485936.464037338,6801861.2288417,,11.26.15,Keramische zuil - Niet meer aanwezig,,"Zuiderstraat, bij busstation",Binnenstad,Kunstwerk,1983,,,52.0095988120629,4.36524152755737,59
487646.74254522,6800697.95281749,,28.1.71,Kleurbalk - niet meer aanwezig,,"Prof. Krausstraat, plantsoen",Wippolder,Kunstwerk,1980,Kunstwerk bestaat uit twee elementen. Elk element bestaat uit  twee haaks opelkaar staande balken. Aluminium raamwerk met aluminium platen. De platen zijn versierd met verticale  kleurvlakken. Met instemming van de buurt neergezet.,,52.0031661369847,4.38060522079468,60
482503.963735907,6798137.31236993,,25.14.67,Kleurhectogram in 4 nivo's -niet meer aanwezig-,,"Van Rijslaan, A.M. de Jongschool",Buitenhof,Kunstwerk,1980,"Speeltoestel;aluminium skelet met aluminium beplating",,51.9890030687384,4.33440685272217,61
484784.335274137,6799568.51596912,,ab6,Koe,,delflandplein,Buitenhof,Kunstwerk,2010,,,51.9969197008643,4.3548917787848,62
484465.051242849,6802799.97109533,,,Koe op muur,,"dirklangedwarsstraat, Muurschildering",Binnenstad,Kunstwerk,,,,52.0147891878676,4.35202360153198,63
484578.811038852,6803249.03863652,,11.37.23,Koningin Wilhelmina,,"Kalverbos, hoek Nieuwe Plantage",Binnenstad,Monument,1938,"Ter gelegenheid van het veertigjarig regeringsjubileum van Koningin Wilhelmina (1880-1962) maakte Henk Etienne dit beeld. Het portret van Wilhelmina staat op een zuil; onder het portret staat &ldquo;Je Maintiendrai&rdquo;, Frans voor &ldquo;ik zal handhaven&rdquo;, de wapenspreuk van het huis van Oranje-Nassau. Onderaan de zuil staan aan weerszijden de wapens van Nederland en Delft.
Henk Etienne maakte ook Dirk Coster en Hendrik Zwang.
Bron:
E. van Heuven-van Nes et al. (red.), Monumenten voor Nassau en Oranje, Rotterdam 2004
&nbsp;",,52.0172719028372,4.35304552316666,64
485070.177905088,6802712.08832417,,11.40.26,Kosmiek,,"Verwersdijk, in trappenhuis van buurthuis ""Drie ackers""",Binnenstad,Kunstwerk,1988,"In 1988 werd het oude buurthuis Binnenstad Noord vervangen door een nieuw wijkcentrum aan de Verwersdijk. Ter ere van deze nieuwbouw werd er een kunstopdracht uitgeschreven, die Steven van der Kruit uiteindelijk mocht uitvoeren. Van der Kruit liet zich voor het werk inspireren door het ritme van de trap, maar bovenal door de kosmos. Van der Kruit: &ldquo;Je kunt doen met de kosmos wat je wilt; zelfs als je hem in stukken verdeelt, blijft de kracht die hij uitoefent op de mens bestaan.&rdquo; Tegenwoordig doet het gebouw dienst als kinderopvang.
Het kunstwerk is sinds 2000 geen eigendom meer van de gemeente.
Bronnen:
Gemeentelijk archief
WikiDelft (www.wikidelft.nl)
&nbsp;",,52.0143033030276,4.35745954682716,65
483243.253118853,6798232.85865529,,25.23.70,Landschap,,"Van der Slootsingel, ter hoogte van no. 18, overkant sloot in groenstrook",Buitenhof,Kunstwerk,1984,"Voor dit kunstwerk had Richard de Vrijer verschillende inspiratiebronnen. Hij was in die tijd gefascineerd door (kunstmatige) landschappen, stapelingen en minimalistische zentuinen. Ook nam hij een sprookje als uitgangspunt. Dit gaat over een Egyptische prinses, die per ongeluk haar ring in een vijver liet vallen. Een tovenaar kon de ring echter uit de vijver halen door de ene helft van de vijver op de andere helft te stapelen. Na al deze overdenkingen maakte De Vrijer een landschap dat als het ware in stukken is gezaagd, opnieuw is geordend en op een tafel is gezet. De Vrijer vindt dat het kunstwerk op een mooie plek staat. &ldquo;Het is een landschap in een landschap; beide landschappen zijn kunstmatig.&rdquo;


Richard de Vrijer maakte ook Demeter, De melkjongens en Nik&egrave;.
&nbsp;",,51.989531621907,4.34104800224304,66
485134.472404627,6801449.78265038,,11.41.27,Les lieux-dits de l' expressions,,in opslag,Binnenstad,Kunstwerk,1990,"Dit werk van de Belgische Jean-Marc Navez is door de gemeente Delft aangekocht naar aanleiding van de beeldende kunstmanifestatie &lsquo;De Zoen van Vlaanderen&rsquo;, die in oktober 1989 in Delft heeft plaatsgevonden. De naam van het kunstwerk staat, vrij vertaald uit het Frans, voor een plek waar expressies worden uitgewisseld.
Bron:
Gemeentelijk archief
&nbsp;",,52.0073237056628,4.35803711414337,67
484322.926143381,6801301.0887438,,ab1,Macho's,,Hoornsestraat 10,Hof van Delft & Voordijkshoorn,Kunstwerk,2004,"Een onopvallend perkje werd bijzonder dankzij deze &lsquo;Macho&rsquo;s&rsquo;. Kunstenares Fransien Bal: &ldquo;Het is een parodie op bluffende, blaffende mensen die elkaar overschreeuwen en op deze manier niet tot elkaar komen. Ze zijn gemaakt van het harde materiaal terrazzo, glanzend zwart met parelmoer, passend bij paraderende, pronkende schepselen, strak in mantelpak. In de &eacute;&eacute;n is de kleur groen verwerkt, in de ander blauw. Elke macho is immers uniek in zijn soort.&rdquo; De buurtbewoners hebben, samen met de gemeente, gekozen voor de beelden tijdens een Kunst in de Wijken-project. De &lsquo;Macho&rsquo;s&rsquo; zijn namelijk ook voor kinderen interessant, omdat ze deze mogen aanraken, erop mogen zitten en klimmen. Ook de humor en de kracht van heldere vormen sprak de buurt aan.
&nbsp;",,52.0065014689455,4.35074687004089,68
483225.664389613,6800326.15912182,,,Marc groet ’s morgens de dingen,,"groene zone bij entree Hoornse Zoom, Molenweide",Hoornse Zoom,Kunstwerk,2009,"Voor de nieuwe wijk Hoornse Zoom maakte Hans Kuyper een beeldengroep die hij baseerde op het gedicht &lsquo;Marc groet &rsquo;s morgens de dingen&rsquo; van Paul van Ostaijen. Het gedicht verwoordt als het ware de aanvang van het leven: een jongetje staat &rsquo;s ochtends op en groet de dingen.
Dag ventje met de fiets op de vaas met de bloem
ploem ploem
dag stoel naast de tafel
dag brood op de tafel
dag visserke-vis met de pijp
en
dag visserke-vis met de pet
pet en pijp
van het visserke-vis
goeiendag
Daa-ag vis
dag lieve vis
dag klein visselijn mijn
De beeldengroep toont een mannetje die met grote passen het leven tegemoet loopt. Ook is er een vissenstaart te zien, die staat voor de opkomende zon. De vaas symboliseert dag en nacht. Ten slotte zijn er beelden van een tafel en stoel, die ook in het gedicht worden genoemd. De stippen op het tafelkleed zijn gebaseerd op een jeugdherinnering van Hans Kuyper: hij deed zijn ogen dicht, legde zijn vinger op een willekeurige stip, en raadde dan welke kleur er onder zijn vinger zat.
Hans Kuyper maakte ook Huisje, boompje, beestje en Zonnige dag.
Bron:
Foto&rsquo;s: archief Hans Kuyper
&nbsp;",,52.00111,4.34089,69
484860.373998511,6802010.51991258,,11.58.93,Mens- J.Meijer - Niet meer aanwezig,,Tuin van stadskantoor,Binnenstad,Kunstwerk,,"Kunstwerken zijn in "" bewaring"" gegeven door de kunstenaar. Hierover is in 1997 contact geweest met de kunstenaar en de dochter van de kunstenaar.",,52.0104242937696,4.3555748462677,70
484433.536524466,6803297.85849117,,11.8.05,Molensteen -niet meer aanwezig-,,Kalverbos,Binnenstad,Kunstwerk,1976,De steen is in 2001 weggehaald in verband met herinrichting.,,52.0175418,4.3517405,71
485102.225533319,6802227.88771176,,11.7.04,Molensteen -niet meer aanwezig-,,Camaretten 1,Binnenstad,Kunstwerk,1976,Molensteen met paal,,52.0116261679077,4.35774743556976,72
485613.310006314,6801361.52948242,,delft007,MoMents,,"Ham, Op gevel in de speeltuin",Binnenstad,Kunstwerk,,,,52.006835691555,4.36233858550543,73
486592.444465012,6800690.15254945,,28.1.91,Monument 'Gevallen voor het Vaderland',,Jaffalaan 10,Wippolder,Oorlogsmonument,1940,"Dit monument op begraafplaats Jaffa is vervaardigd om 67 Nederlandse soldaten te herdenken die in mei 1940 zijn gesneuveld. Boven de zuil staat in reli&euml;f geschreven &lsquo;Gevallen voor het vaderland&rsquo;, onder de zuil de regels &ldquo;Het vaderland getrouwe, blijf ik tot in den dood&rdquo; en &ldquo;Zalig zijn de dooden, die in de heere sterven&rdquo;. Op de panelen zijn de namen van de slachtoffers aangebracht; de twee mannen aan weerszijden zijn dodenwachters. Het monument is als het ware &lsquo;bekroond&rsquo; met de Nederlandse leeuw.
Bron:
&lsquo;Delft, monument op begraafplaats &lsquo;Jaffa&rsquo;&rsquo;, Oorlogsmonumenten 
(www.4en5mei.nl/oorlogsmonumenten)",,52.003123,4.3711343,74
483860.756320739,6803116.82887902,,DEL-006,Monument tegen kinderarbeid,,Zocherweg,Hof van Delft & Voordijkshoorn,Monument,,,,52.0165409822346,4.34659512788551,75
485198.946792031,6799089.59450394,,15.06.07,Monument Voorhof,,"Nicolaas Beetslaan, hoek Multatuliweg",Voorhof,Kunstwerk,2007,"In de vorige eeuw werd een beeldenroute gemaakt, waar onder andere Japanse dans en  Het Fabelmens onderdeel van uitmaken. Om deze route opnieuw onder de aandacht te brengen, werd er dit kunstwerk van de Delftse Chris Dagradi aan toegevoegd in het kader van een Kunst in de Wijken-project. Het kunstwerk kan op meerdere manieren worden ge&iuml;nterpreteerd, aldus Dagradi. &ldquo;De V staat voor Voorhof en is ook een universeel teken voor overwinning, victorie. Het kan daarnaast worden gezien als een enorme grasspriet temidden van een zeer vruchtbaar grasperkje&rdquo;. Buurtbewoners hebben tegels beschilderd die zijn opgenomen in het kunstwerk.
Chris Dagradi maakte ook de O Sole Mio en Panelen skatepark De Middenberm, en werkte mee aan de Hommage aan Gaud&iacute;.
&nbsp;",,51.9942707262226,4.35861629741976,76
484688.987849153,6799993.29896298,,24.12.108,Mosaic Rocks,,Troelstralaan,Voorhof,Kunstwerk,2013,"&nbsp;Op 1 december 2012 zijn de eerste 6 Mosaic Rocks geplaatst op het Poptaplein.
Dit is het begin van een route van keien die gaat lopen van Poptahof naar de binnenstad over de spoortunnel als symbool voor het wegvallen van de barri&egrave;re en daarmee de verbinding tussen de nu gescheiden delen van de stad.",,51.9992690976816,4.35403525829315,77
484383.836900296,6802119.20381216,,13.16.44,Muurschildering - Cor Dam,,"Sint Olofsstraat, buurthuis",Hof van Delft & Voordijkshoorn,Kunstwerk,1988,"Ter gelegenheid van de nieuwbouw bij het buurthuis vroeg de gemeente aan Cor Dam deze muurschildering te realiseren. Dam heeft een abstracte compositie geschilderd rond de twee lampen op de muur.
&nbsp;
Cor Dam maakte ook de Beeldengroep en het Blauw-geel keramiek object.
Bron: Gemeentelijk archief
&nbsp;",,52.0110252348738,4.35129404067993,78
484895.011473549,6802203.98388547,,,Muurschildering - Julio Moreno,,passage Oude Delft/Stadskantoor,Binnenstad,Kunstwerk,2006,,,52.011494,4.355886,79
484995.432866571,6802545.57901035,,11.53.82,Muurschildering - Threes Rijssenbeek,,Minderbroerstraat,Binnenstad,Kunstwerk,1993,"Om de omgeving te verlevendigen, stelde de Delftse kunstenares Threes Rijssenbeek voor deze muurschildering te maken.  

Bron: 
Gemeentelijk archief.",,52.0133826945637,4.35678810072204,80
486048.681371556,6805190.51914319,,12.11.34,"Nikè, gestolen 2011",,"Sportring, voor Sporthal Brasserskade",Delftse Hout,Kunstwerk,1975,"Lange tijd dacht men dat dit beeld voor de sporthal een beeltenis van Icarus was; volgens de mythe smolten zijn zelfgemaakte vleugels toen hij te dicht bij de zon kwam. Het beeld is echter, aldus Richard de Vrijer, een ander figuur uit de Griekse mythologie, namelijk Nik&egrave;, de godin van de overwinning. De Vrijer kreeg de opdracht voor dit beeld bij de ingebruikname van de nieuwe sporthal. Overigens heeft De Vrijer in het verleden veel beelden van Icarus gemaakt, wat vermoedelijk de oorzaak is van de verwarring.
Richard de Vrijer maakte ook Demeter, De melkjongens en Landschap.
Bron: WikiDelft (www.wikidelft.nl)   De Vleermuizenkoning Door Sikai Liu (10 jaar) Deelnemer Jonge Schrijversclub bij de VAK, centrum voor de kunsten, te Delft  Ooit was hier een vleermuizenkasteel, met er omheen een gracht van lava. Er woonde een koning die Wiek heette.  Zoals elk jaar zouden er ook dit jaar vleermuiskampioenschappen karten worden gehouden. Nog nooit zijn deze kampioenschappen niet doorgegaan. Dat komt doordat de vulkaan naast het kasteel niet uitbarst, want als hij wel uitbarst, dan is de gracht te klein en gaat de kartbaan instorten. Maar dit jaar barstte de vulkaan wel uit, precies op de dag van de kampioenschappen. De kartvleermuizen uit alle gebieden werden boos. Zo brak er een oorlog uit. Alle vleermuizen van het kasteel waren tegen de kartvleermuizen. Wiek, de koning, deed ook mee met messen en zwaarden. De strijd duurde jaren. Heel veel vleermuiskampioenschappen werden overgeslagen. Opeens heeft Wiek een idee. Hij zegt: &ldquo;De vulkaan is intussen allang rustig, toch stroomt er heel veel lava, dus we maken een val van onze kartbaan.&rdquo; Iedereen is aan het werk en gelukkig wordt niemand gezien. Dan worden de kartvleermuizen in de val gelokt&hellip; gelukt!!! Maar opeens springt er een andere kartvleermuis op en gooit een mes precies in de rug van koning Wiek en die is toen doodgegaan.  Het standbeeld is gemaakt van precies het moment dat hij in zijn rug is geraakt door het mes en het staat er ter herinnering aan het vleermuizenkasteel en koning Wiek.",,52.0280039872826,4.36624959302208,81
483589.345166035,6799279.47539895,,ab5,O Sole Mio,,Rossinistraat,Buitenhof,Kunstwerk,2010,"Het kunstwerk &lsquo;O Sole Mio&rsquo; (Italiaans voor &lsquo;Mijn zon&rsquo;) is het resultaat van de samenwerking tussen de Delftse kunstenaar Chris Dagradi en bewoners van de wijk Buitenhof. Buurtbewoners beschilderden tegels van deze bank, die zowel op de ochtend- als op de middagzon gericht is. Dat maakt van deze bank een geschikte ontmoetingsplek. De locatie draagt ook hieraan bij: het vormt de symbolische poort naar Buitenhof.
Chris Dagradi maakte ook het Monument Voorhof en Panelen Skatepark De Middenberm, en werkte mee aan de Hommage aan Gaud&iacute;.
Bron:
&lsquo;Ik hoop dat de bank een plaats gaat krijgen in de wijk&rsquo;, in: Delft op zondag (www.delftopzondag.nl), 19 september 2010
&nbsp;",,51.995321,4.344157,82
487505.811774319,6801383.49741491,,28.2.72,Obelisk -niet meer aanwezig-,,"Nassaulaan, park",Wippolder,Kunstwerk,1980,Is met buurt instemming geplaatst. Blijkt gebroken en opgeslagen bij Groen. Kunstenaar is hiervan op de hoogte.,,52.0069571682694,4.37933921813965,83
485314.218853955,6802793.99945249,,11.57.87,Omsluiting Doelentuin,,"Doelentuin, hoek Vaandelstraat",Binnenstad,Kunstwerk,1994,"Bij de vernieuwing van de Doelentuin wilde de gemeente een creatieve omsluiting laten realiseren. Aan beeldend kunstenaars werd gevraagd een ontwerp te maken waarbij eenheid in de omgeving en transparantie een belangrijke rol spelen. Er is gekozen voor het ontwerp van AnneMarie van Splunter, dat met een ritme van roosters het idee van een allee met bomen of zuilen oproept. Bij zonlicht ontstaat er een bijzonder schaduwpatroon op de stoep.
Bron:
Gemeentelijk archief
&nbsp;",,52.0147561721126,4.35965180397034,84
483021.108005399,6799371.05377959,,ab2,Ontmoetingsplaats 'Huiskamers voor vele culturen',,"Brahmslaan, tussen flats aan Debussystraat en Lisztstraat",Buitenhof,Kunstwerk,2004,"Beeldend kunstenaar Hans van Lunteren zag een man een flat uitlopen, met een stoel in zijn hand. De man liep naar een grasveld toe en ging op de stoel onder een boom zitten, duidelijk genietend. Zo kwam Van Lunteren op het idee voor het project &lsquo;Huiskamers voor vele culturen&rsquo;, dat hij samen met beeldend kunstenares Gusta Kullberg heeft uitgevoerd. Het doel van dit Kunst in de Wijken-project was om met beeldende middelen het gebied tussen de flats aan de Debussystraat en de Lisztstraat een eigen identiteit te geven en er een ontmoetingsplek te cre&euml;ren. Buurtbewoners hebben meegewerkt aan het project. Ze droegen zelf stoelen voor, die in brons zijn gegoten voor op de ontmoetingsplek. Ook maakten bewoners moza&iuml;ektegels voor de bestrating en hebben kinderen dieren geboetseerd die zijn meegegoten in de bronzen stoelen. Er zijn ook beestjes bevestigd aan het hek dat staat aan de kopse kant van de Debussyflat. Van Lunteren: &ldquo;Op deze manier wordt een anoniem hek plotseling heel sprookjesachtig bespeeld.&rdquo;
Bron: 
Auteur onbekend, &lsquo;Je moet als bewoner iets hebben met je omgeving&rsquo;, in: ViDomes magazine, maart 2004



Ontmoetingsplek
Door Ida Vos (11 jaar)
Deelnemer Jonge Schrijversclub bij de VAK, centrum voor de kunsten, te Delft

Zo&rsquo;n duizend jaar geleden was er een geheime ridderorde: de Ridderorde van 4. Deze orde was erg misdadig. Zij waren van adel, maar toch arm, want zij hadden al hun geld aan eten, kleren en vrouwen verspild. De orde overviel rijke edelen en ze stalen alles wat los en vast zat: kleding, eten, goud, zilver, brons en vrouwen.

Op een dag vertelde Hendrik aan zijn makkers Gerard, Casper en Benjamin:
&ldquo;Die vrouw die we van de zomer van heer Filips hebben gestolen, is zwanger van mij!&rdquo; Casper antwoordde daarop: &ldquo;Nou, gefeliciteerd! Je bent de eerste vader van ons vier.&rdquo;

Een paar maanden later werd er een sterke jongen geboren. Zijn naam werd Jozeph. Jaren later toen Jozeph twaalf en een sterke jongeman was, werd hij in de bende van 4 &ndash; die vanaf toen de bende van 5 heette &ndash; opgenomen. Hij moest er aan wennen, want hij was eerlijker aangelegd dan zijn vader. Toch ging hij mee. Op zijn eerste rooftocht lag hij in de struiken. Er reed een koets voorbij. Zijn vader sprong uit de struiken en stak het paard dood. De koets rolde nog een eind verder, maar kwam toen tot stilstand. Zijn vader sleurde de edelman uit zijn koets en wilde hem dood steken.
&ldquo;Vader&rdquo;, riep de jonge Jozeph.
&ldquo;Stil zoon, ik ben aan het werk!&rdquo;
&ldquo;Maar vader, u kunt die onschuldige man toch niet doden?&rdquo;
&ldquo;Je moet eens zien wat ik kan!&rdquo;, riep zijn vader. Jozeph aarzelde niet en stak zijn eigen vader dood. Casper, Gerard en Benjamin stortten zich samen op Jozeph. Jozeph stak Benjamin dood, maar werd zelf ook neergestoken. Plotseling sprong de bewaking van de edelman uit de koets. Zij staken Casper en Gerard dood.

De geesten van de vijf waren hier nog rond en uit angst voor deze geesten, bouwden de bewoners van de huidige wijk deze stoelen, om hen te laten rusten.",,51.995827531737,4.33905243873596,85
484036.849519024,6800175.35889094,,,Panelen skatepark De Middenberm,,"Provincialeweg, middenberm",Hof van Delft & Voordijkshoorn,Kunstwerk,2002,"Voor het nieuwe skatepark aan de Provincialeweg cre&euml;erde Chris Dagradi dit Delfts blauwe kunstwerk samen met jongeren die hebben meegedacht over de inrichting van het skatepark. De jongeren schreven hun namen in blauwe tinten graffiti, die Dagradi gebruikte in zijn ontwerpen. Daarnaast heeft Dagradi afbeeldingen gemaakt van menselijke figuren die skateboarden, BMX&rsquo;en en inline skaten. De vier panelen zijn bevestigd aan de hekken van het skatepark.
Chris Dagradi maakte ook Monument Voorhof en O Sole Mio, en werkte mee aan Hommage aan Gaud&iacute;.
&nbsp;",,52.000276,4.348177,86
484972.640883805,6802145.47904064,,11.43.29,Plaquette Anthoni van Leeuwenhoek,,"Oude Delft 116, op hek Meisjeshuis",Binnenstad,Kunstwerk,1909,"De plaquette van de beroemde natuurkundige Anthoni van Leeuwenhoek (1632-1723) hangt aan het hek op de Oude Delft 116 omdat men in die tijd dacht dat hij hier had gewoond. Dit bleek later niet het geval, hij woonde namelijk in de Hyppolytusbuurt. De plaquette, die Schultsz maakte na het winnen van een ontwerpwedstrijd, is wel blijven hangen op de Oude Delft. Van Leeuwenhoek is vooral bekend van zijn eigen gemaakte microscoop die zoveel kon vergroten dat men voor het eerst bacteri&euml;n kon waarnemen. Hij ligt begraven in de Oude Kerk in Delft.

Bronnen:
Archief Delft, archief Openbare Werken.
A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996.",,52.0111705161272,4.3565833568573,87
484475.824172596,6798445.19006826,,24.4.54,Plaquette dichtregel Hubert Korneliszoon Poot,,"Aart van der Leeuwlaan 904, Binnentuin Stefanna",Voorhof,Kunstwerk,1983,"Hubert Korneliszoon Poot (1689-1733) was een Delftse dichter; hij nam een vooraanstaande plaats in onder de dichters van de achttiende eeuw. Ter gelegenheid van de herdenking van zijn 250e sterfdag in 1983 werd er in dat jaar een monument onthuld bij verzorgingshuis Abtswoude. Het is een lage, lange stenen bank met daarop de eerste regels van het gedicht &lsquo;Akkerleven&rsquo;.
Hoe genoeglijk rolt het leven Des gerusten Lantmans heen, Die zijn zaligh lot, hoe kleen, Om geen koningskroon zou geven!
Poot ligt begraven in de Oude Kerk.
Hans la Hey maakte ook de werken &lsquo;Vierendeel&rsquo; bij de Nieuwe Plantage, Oostpoort en Schoolstraat, Plastiek en Wankel evenwicht.
Bron: P. van der Krogt, Straatnamen van Delft, Delft 2000 &nbsp;",,51.990706197209,4.35212037640645,88
485278.588221797,6801497.55570196,,11.17.09,Plaquette Mienette Storm – van der Chijs,,"Breestraat 1, op gevel",Binnenstad,Monument,1999,"Anna Maria Margaretha (Mienette) Storm &ndash; van der Chijs (1814-1895) richtte na het overlijden van haar man, de predikant Willem Storm, een leer- en werkschool op voor hulpbehoevende meisjes in Delft. Daarnaast reisde ze de hele wereld rond. Ze was ge&iuml;nteresseerd in de manier van leven van vrouwen in andere landen, en dat inspireerde haar voor activiteiten in Nederland. Zo bepleitte ze dat vrouwen ook &lsquo;mannenberoepen&rsquo; moesten kunnen uitoefenen. Ze werd door dit soort zaken bekend als voorvechtster van de rechten van de vrouw. Aan het huis waar ze is geboren en heeft gewoond, Breestraat 1, werd in 1955 een bronzen plaquette onthuld, gemaakt door Marian Gobius. Deze verdween, maar in 1999 is er een nieuw exemplaar voor in de plaats gekomen van de hand van Els Benjamins. De maquette is gemaakt op basis van het oorspronkelijke ontwerp.
Bronnen:
Archief Delft, archief Openbare Werken
F. Dieteren, &lsquo;Chijs, Mienette van der, in: Digitaal Vrouwenlexicon van Nederland, 7 april 2009.
P. van der Krogt, Straatnamen van Delft, Delft 2000
&nbsp;",,52.0075878743919,4.35933172855584,89
484566.569171041,6801238.98365832,,13.15.43,Plastiek,,"Brouwersstraat, hoek Pootstraat",Hof van Delft & Voordijkshoorn,Kunstwerk,1988,"Nout Vissers&rsquo; &lsquo;Plastiek&rsquo; is het resultaat van een ontwerpwedstrijd. Er werd aan kunstenaars gevraagd een beeld te ontwerpen voor de plek die was vrijgekomen na de sloop van een aantal huizen aan de Brouwersstraat. Visser werd door de bewoners als winnaar uitgeroepen, onder andere vanwege zijn gebruik van natuurlijke materialen. Het werk weerspiegelt als het ware de achterkant van de kerk. Visser heeft, zoals hij altijd doet, zich laten inspireren door de geplande locatie van het kunstwerk om zo een verbinding te leggen tussen de omgeving en het beeld.Bronnen:Gemeentelijk archiefA. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996&nbsp;",,52.0061580403019,4.35293555259705,90
485002.150946537,6802105.26987944,,11.24.13,Plastiek,,"Oude Delft 116, in tuin Meisjeshuis",Binnenstad,Kunstwerk,1971,"Beeldhouwer John Grosman werd dan wel in Delft geboren, de rest van zijn leven bracht hij door in Arnhem en Amsterdam. Nadat hij verongelukte in 1970 kocht de gemeente uit zijn nalatenschap dit beeld en werd het in de tuin van het Meisjeshuis geplaatst.
Het beeld is laat werk van Grosman. Hij begon als beeldhouwer realistisch, maar dit bevredigde hem steeds minder; zijn werk werd daarom abstracter. Het beeld is niet statisch, maar geeft door de losse elementen een ritmische beweging weer.

Bron:
A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996.


De Dennenappel
Door Anouk Jagers (10 jaar)
Deelnemer Jonge Schrijversclub bij de VAK, centrum voor de kunsten, te Delft

Er was eens, lang geleden, in het jaar 1000, een klein bos. Aan elke boom hingen wel ongeveer vijftig blaadjes per tak. Maar aan &eacute;&eacute;n boom hing ook nog een grote dennenappel. Op een dag werd de boom met de dennenappel omgehakt. Gelukkig was er nog voldoende water in de boom om nog een tijd door te leven. Maar elke dag gingen er twee blaadjes per minuut dood. De dennenappel bleef nog wel leven en zag dat er steeds meer bomen werden omgehakt.

In 1100 waren alle groene blaadjes dood. Alleen de dennenappel was nog over. Een jager met een camouflagepak aan ging naar de dennenappel toe. De jager pakte de dennenappel af. Maar de dennenappel was sterk en zette zich op scherp. Toen viel de jager flauw en ineens waren alle bomen plus de blaadjes op hun goede plek waar ze vroeger stonden. Daarom staat er nu een beeld van de dennenappel vlakbij een (soort) bos.",,52.0109481910437,4.35684845026117,91
484577.072408583,6800714.99229795,,,Plastiek,,"Jacoba van Beierenlaan 1, op gevel politiebureau",Hof van Delft & Voordijkshoorn,Kunstwerk,1995,"Voor de gevel van het nieuwe politiebureau vroeg de gemeente aan beeldend kunstenaars een kunstwerk te ontwerpen dat opvallend is, ook &rsquo;s avonds goed zichtbaar is en dat een relatie heeft met het entreegebied. Er werd gekozen voor het ontwerp van Delftenaar Hans la Hey, die een levendig, contrastrijk en interessant kunstwerk voor ogen had, zo vond de gemeente. La Hey wilde een kunstwerk maken dat bepalend zou zijn voor het aanzien van het gebouw; het plastiek zou het politiebureau een vrolijkere uitstraling geven. Verder moest zijn kunstwerk de merkwaardige punt op het gebouw accentueren. La Hey zelf vond het werk zo bijzonder dat hij een speciaal boekje maakte over dit &lsquo;hoogtepunt in zijn oeuvre&rsquo;. Over de plaatsing van het kunstwerk schrijft hij: &ldquo;Als het beeld zonder schade op zijn sokkel is geplaatst, maakt een warm voldaan gevoel zich van mij meester. Met door de kou betraande ogen zie ik een gouden gelaat dat stand houdt op de uiterste punt van het gebouw en zo een rechtvaardige overheid verbeeldt.&rdquo;
Hans la Hey maakte ook Plaquette dichtregel Hubert Korneliszoon Poot, de werken &lsquo;Vierendeel&rsquo; bij de Nieuwe Plantage, Oostpoort en Schoolstraat, en Wankel evenwicht.
Bronnen:
Gemeentelijk archief
A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996",,52.0032603684491,4.35302990478522,92
